StockCode,Description,Total_Quantity,Num_Transactions,Avg_UnitPrice,Num_Customers,Revenue,Popular
22777,GLASS BELL JAR LARGE,2,1,8.5,1,17.0,0
22777,GLASS CLOCHE LARGE,329,41,8.334146341463414,36,2741.9341463414635,0
22778,GLASS BELL JAR SMALL,4,1,3.95,1,15.8,0
22778,GLASS CLOCHE SMALL,753,106,3.8692792792792794,79,2913.5672972972975,1
22779,WOODEN OWLS LIGHT GARLAND ,1535,147,4.183947368421053,88,6422.359210526316,1
22780,LIGHT GARLAND BUTTERFILES PINK,1340,130,4.1843939393939396,82,5607.087878787879,1
22781,GUMBALL MAGAZINE RACK,533,160,7.702360248447206,118,4105.358012422361,1
22782,SET 3 WICKER STORAGE BASKETS ,241,74,19.355405405405406,65,4664.652702702703,0
22783,SET 3 WICKER OVAL BASKETS W LIDS,462,32,13.858125,29,6402.45375,1
22784,LANTERN CREAM GAZEBO ,1214,259,4.980483271375465,192,6046.306691449814,1
22785,SQUARECUSHION COVER PINK UNION FLAG,62,25,6.718,23,416.516,0
22785,SQUARECUSHION COVER PINK UNION JACK,150,29,6.103793103448275,27,915.5689655172413,0
22786,CUSHION COVER PINK UNION JACK,108,37,5.934864864864865,31,640.9654054054055,0
22788,BROCANTE COAT RACK,205,46,9.81804347826087,33,2012.6989130434783,0
22789,T-LIGHT HOLDER SWEETHEART HANGING,838,126,1.9884732824427482,101,1666.340610687023,1
22791,T-LIGHT GLASS FLUTED ANTIQUE,7336,260,1.2339097744360903,184,9051.96210526316,1
22792,FLUTED ANTIQUE CANDLE HOLDER,2313,128,0.865,100,2000.745,1
22794,SWEETHEART WIRE MAGAZINE RACK,300,157,7.94235668789809,114,2382.707006369427,0
22795,SWEETHEART RECIPE BOOK STAND,1099,287,6.686769759450171,170,7348.759965635738,1
22796,PHOTO FRAME 3 CLASSIC HANGING,554,212,9.896046511627905,146,5482.409767441859,1
22797,CHEST OF DRAWERS GINGHAM HEART ,146,79,17.080886075949365,63,2493.8093670886074,0
22798,ANTIQUE GLASS DRESSING TABLE POT,1643,188,2.976031746031746,126,4889.620158730158,1
22799,SWEETHEART WIRE FRUIT BOWL,198,79,8.131874999999999,70,1610.11125,0
22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,765,138,3.795611510791367,109,2903.642805755396,1
22801,ANTIQUE GLASS PEDESTAL BOWL,890,159,3.7644242424242425,123,3350.337575757576,1
22802,FAUX FUR CHOCOLATE THROW,66,34,18.064285714285713,30,1192.242857142857,0
22803,IVORY EMBROIDERED QUILT ,46,25,38.102000000000004,18,1752.6920000000002,0
22804,CANDLEHOLDER PINK HANGING HEART,2046,343,2.941211267605634,222,6017.718253521128,1
22804,PINK HANGING HEART T-LIGHT HOLDER,823,66,3.186060606060606,50,2622.1278787878787,1
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,1574,122,1.24544,77,1960.32256,1
22806,SET OF 6 T-LIGHTS WEDDING CAKE ,243,28,2.632142857142857,28,639.6107142857143,0
22807,SET OF 6 T-LIGHTS TOADSTOOLS,676,107,2.780990990990991,74,1879.94990990991,1
22808,SET OF 6 T-LIGHTS EASTER CHICKS,320,54,2.855555555555556,51,913.7777777777779,0
22809,SET OF 6 T-LIGHTS SANTA,1198,173,3.1247486033519554,141,3743.4488268156424,1
22810,SET OF 6 T-LIGHTS SNOWMEN,908,137,3.160212765957447,106,2869.473191489362,1
22811,SET OF 6 T-LIGHTS CACTI ,775,55,3.0098214285714286,37,2332.6116071428573,1
22812,PACK 3 BOXES CHRISTMAS PANETTONE,39,12,2.495,9,97.305,0
22812,PACK 3 BOXES CHRISTMAS PANNETONE,1532,110,2.10495652173913,92,3224.7933913043476,1
22813,PACK 3 BOXES BIRD PANETTONE ,177,14,2.551428571428571,11,451.6028571428571,0
22813,PACK 3 BOXES BIRD PANNETONE ,2088,140,2.012857142857143,110,4202.845714285714,1
22814,CARD PARTY GAMES ,1581,95,0.41687499999999994,75,659.0793749999999,1
22815,CARD PSYCHEDELIC APPLES,1810,113,0.4184210526315789,79,757.3421052631578,1
22816,CARD MOTORBIKE SANTA,3438,176,0.41833333333333333,158,1438.23,1
22817,CARD SUKI BIRTHDAY,1858,126,0.4180952380952381,79,776.8209523809523,1
22818,CARD CHRISTMAS VILLAGE,3162,162,0.41926829268292676,151,1325.7263414634144,1
22819,"BIRTHDAY CARD, RETRO SPOT",1848,126,0.41857142857142854,94,773.52,1
22820,GIFT BAG BIRTHDAY,761,45,0.653913043478261,42,497.6278260869566,1
22821,GIFT BAG PSYCHEDELIC APPLES,834,66,0.6553731343283583,52,546.5811940298508,1
22822,CREAM WALL PLANTER HEART SHAPED,417,144,5.946620689655172,121,2479.7408275862067,1
22823,CHEST NATURAL WOOD 20 DRAWERS,24,13,118.07692307692308,13,2833.846153846154,0
22824,3 TIER SWEETHEART GARDEN SHELF,55,43,35.67093023255814,42,1961.9011627906978,0
22825,DECORATIVE PLANT POT WITH FRIEZE,70,25,7.902,23,553.14,0
22826,LOVE SEAT ANTIQUE WHITE METAL,58,41,114.02439024390245,33,6613.414634146342,0
22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,35,26,158.07692307692307,21,5532.692307692308,0
22828,REGENCY MIRROR WITH SHUTTERS,10,7,156.42857142857142,7,1564.2857142857142,0
22829,SWEETHEART WIRE WALL TIDY,215,97,9.862121212121211,80,2120.3560606060605,0
22830,UTILTY CABINET WITH HOOKS,131,6,21.771666666666665,5,2852.088333333333,0
22831,WHITE BROCANTE SOAP DISH,684,104,2.9462264150943396,91,2015.2188679245282,1
22832,BROCANTE SHELF WITH HOOKS,155,69,10.726811594202898,64,1662.6557971014493,0
22833,HALL CABINET WITH 3 DRAWERS,75,4,45.635000000000005,4,3422.6250000000005,0
22834,HAND WARMER BABUSHKA DESIGN,4633,288,1.8827090301003346,199,8722.59093645485,1
22835,HOT WATER BOTTLE I AM SO POORLY,2972,505,4.858841698841699,316,14440.47752895753,1
22837,HOT WATER BOTTLE BABUSHKA ,984,133,4.62037037037037,107,4546.444444444444,1
22837,HOT WATER BOTTLE BABUSHKA LARGE,8,1,4.65,1,37.2,0
22838,3 TIER CAKE TIN RED AND CREAM,652,136,14.75470588235294,115,9620.068235294117,1
22839,3 TIER CAKE TIN GREEN AND CREAM,364,136,14.940071942446044,107,5438.18618705036,1
22840,ROUND CAKE TIN VINTAGE RED,891,250,7.921383399209486,193,7057.952608695652,1
22841,ROUND CAKE TIN VINTAGE GREEN,516,199,7.9588,156,4106.7408000000005,1
22842,BISCUIT TIN VINTAGE RED,572,146,6.640410958904109,120,3798.3150684931506,1
22843,BISCUIT TIN VINTAGE GREEN,434,114,6.694173913043478,92,2905.2714782608696,1
22844,VINTAGE CREAM DOG FOOD CONTAINER,826,292,8.537398648648649,176,7051.891283783784,1
22845,VINTAGE CREAM CAT FOOD CONTAINER,704,235,6.38042194092827,155,4491.817046413502,1
22846,BREAD BIN DINER STYLE RED ,626,249,16.34538152610442,158,10232.208835341366,1
22847,BREAD BIN DINER STYLE IVORY,847,341,16.527947214076246,214,13999.17129032258,1
22847,"BREAD BIN, DINER STYLE, IVORY",4,1,14.95,1,59.8,0
22848,BREAD BIN DINER STYLE PINK,302,111,16.21544642857143,68,4897.064821428571,0
22849,BREAD BIN DINER STYLE MINT,304,118,16.272333333333332,79,4946.789333333333,0
22849,"BREAD BIN, DINER STYLE, MINT",4,1,14.95,1,59.8,0
22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,2609,286,0.863131313131313,198,2251.9095959595957,1
22852,DOG BOWL VINTAGE CREAM,354,108,4.248796296296296,83,1504.0738888888889,1
22853,CAT BOWL VINTAGE CREAM,431,101,3.247029702970297,76,1399.469801980198,1
22854,CREAM SWEETHEART EGG HOLDER,750,147,4.917114093959731,123,3687.8355704697983,1
22855,FINE WICKER HEART ,2508,179,1.2352222222222222,152,3097.9373333333333,1
22856,ASSORTED EASTER DECORATIONS  BELLS,564,22,1.2413636363636362,21,700.1290909090908,1
22857,ASSORTED EASTER GIFT TAGS,1156,58,0.8457377049180327,56,977.6727868852457,1
22858,EASTER TIN KEEPSAKE,1081,110,1.6446902654867257,103,1777.9101769911506,1
22859,EASTER TIN BUNNY BOUQUET,1150,127,1.6453846153846152,111,1892.1923076923074,1
22860,EASTER TIN CHICKS PINK DAISY,567,85,1.65,82,935.55,1
22861,EASTER TIN CHICKS IN GARDEN,292,38,1.65,36,481.79999999999995,0
22862,LOVE HEART NAPKIN BOX ,143,45,4.25,42,607.75,0
22863,SOAP DISH BROCANTE,693,93,2.9289473684210527,77,2029.7605263157895,1
22865,HAND WARMER OWL DESIGN,8115,572,2.112676767676768,375,17144.37196969697,1
22866,HAND WARMER SCOTTY DOG DESIGN,6118,471,2.0893027888446216,329,12782.354462151396,1
22867,HAND WARMER BIRD DESIGN,6001,474,2.1100409836065577,333,12662.355942622953,1
22868,NUMBER TILE COTTAGE GARDEN 0 ,54,10,1.95,10,105.3,0
22869,NUMBER TILE COTTAGE GARDEN 1,69,19,1.95,18,134.54999999999998,0
22870,NUMBER TILE COTTAGE GARDEN 2,67,15,1.95,14,130.65,0
22871,NUMBER TILE COTTAGE GARDEN 3 ,52,10,1.95,10,101.39999999999999,0
22872,NUMBER TILE COTTAGE GARDEN 4,55,13,1.9499999999999997,13,107.24999999999999,0
22873,NUMBER TILE COTTAGE GARDEN 5,47,13,1.9499999999999997,12,91.64999999999999,0
22874,NUMBER TILE COTTAGE GARDEN 6,54,11,1.95,10,105.3,0
22875,NUMBER TILE COTTAGE GARDEN 7,51,14,1.95,14,99.45,0
22876,NUMBER TILE COTTAGE GARDEN 8,52,11,1.95,11,101.39999999999999,0
22877,NUMBER TILE COTTAGE GARDEN 9,56,13,1.9499999999999997,12,109.19999999999999,0
22878,NUMBER TILE COTTAGE GARDEN No,52,11,2.1,10,109.2,0
22879,NUMBER TILE VINTAGE FONT 0,62,8,1.595,6,98.89,0
22880,NUMBER TILE VINTAGE FONT 1,72,11,1.7133333333333332,8,123.35999999999999,0
22881,NUMBER TILE VINTAGE FONT 2,79,13,1.7315384615384615,9,136.79153846153847,0
22882,NUMBER TILE VINTAGE FONT 3,83,20,1.8079999999999998,13,150.064,0
22883,NUMBER TILE VINTAGE FONT 4,78,11,1.6918181818181817,9,131.96181818181816,0
22884,NUMBER TILE VINTAGE FONT 5,75,16,1.7725,12,132.9375,0
22885,NUMBER TILE VINTAGE FONT 6 ,79,12,1.7133333333333332,10,135.35333333333332,0
22886,NUMBER TILE VINTAGE FONT 7,74,13,1.7315384615384615,8,128.13384615384615,0
22887,NUMBER TILE VINTAGE FONT 8,66,11,1.6918181818181817,8,111.66,0
22888,NUMBER TILE VINTAGE FONT 9 ,63,8,1.595,7,100.485,0
22889,NUMBER TILE VINTAGE FONT No ,147,7,1.8077777777777777,6,265.74333333333334,0
22890,NOVELTY BISCUITS CAKE STAND 3 TIER,366,143,10.006510067114093,94,3662.3826845637577,1
22891,TEA FOR ONE POLKADOT,345,104,4.614814814814815,69,1592.111111111111,1
22892,SET OF SALT AND PEPPER TOADSTOOLS,2461,196,1.2451776649746193,117,3064.3822335025384,1
22893,MINI CAKE STAND T-LIGHT HOLDER,1464,65,0.41727272727272724,45,610.8872727272727,1
22894,TABLECLOTH RED APPLES DESIGN ,291,109,9.696363636363635,82,2821.641818181818,0
22895,SET OF 2 TEA TOWELS APPLE AND PEARS,1980,238,3.1856734693877553,163,6307.633469387755,1
22896,PEG BAG APPLE DESIGN,100,1,2.1,1,210.0,0
22896,PEG BAG APPLES DESIGN,1398,220,2.5942666666666665,144,3626.7848,1
22897,OVEN MITT APPLES DESIGN,1298,172,1.5488505747126438,135,2010.4080459770116,1
22898,CHILDRENS APRON APPLES DESIGN,2201,277,1.9468309859154929,201,4284.974999999999,1
22899,CHILDREN'S APRON DOLLY GIRL ,1982,259,2.1263358778625956,190,4214.3977099236645,1
22900, SET 2 TEA TOWELS I LOVE LONDON ,2627,192,3.0295544554455445,131,7958.639554455445,1
22900,SET 2 TEA TOWELS I LOVE LONDON ,1953,176,3.224731182795699,111,6297.9,1
22902,TOTE BAG I LOVE LONDON,1212,94,2.0530208333333335,71,2488.26125,1
22903,CALENDAR FAMILY FAVOURITES,153,32,2.7590625,21,422.1365625,0
22904,CALENDAR PAPER CUT DESIGN,1768,234,2.977053941908714,162,5263.431369294606,1
22905,CALENDAR IN SEASON DESIGN,478,67,2.751304347826087,50,1315.1234782608694,1
22906,12 MESSAGE CARDS WITH ENVELOPES,1628,187,1.642,150,2673.176,1
22907,PACK OF 20 NAPKINS PANTRY DESIGN,6102,533,0.850637168141593,357,5190.588000000001,1
22908,PACK OF 20 NAPKINS RED APPLES,4234,313,0.8478086419753086,212,3589.621790123457,1
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,8122,489,0.845440313111546,368,6866.6662230919765,1
22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,9433,697,2.9365357643758765,470,27700.341865357645,1
22911,PAPER CHAIN KIT LONDON,438,81,2.974878048780488,68,1302.9965853658537,1
22912,YELLOW COAT RACK PARIS FASHION,270,90,4.9326373626373625,74,1331.812087912088,0
22913,RED COAT RACK PARIS FASHION,327,95,4.926,78,1610.8020000000001,0
22914,BLUE COAT RACK PARIS FASHION,428,134,4.933235294117647,106,2111.424705882353,1
22915,ASSORTED BOTTLE TOP  MAGNETS ,2928,133,0.39932835820895524,110,1169.2334328358208,1
22916,HERB MARKER THYME,1819,186,0.6494845360824743,130,1181.4123711340208,1
22917,HERB MARKER ROSEMARY,1858,190,0.6494949494949495,132,1206.761616161616,1
22918,HERB MARKER PARSLEY,1776,187,0.6489743589743591,130,1152.5784615384616,1
22919,HERB MARKER MINT,1669,191,0.6494949494949495,132,1084.0070707070706,1
22920,HERB MARKER BASIL,3329,188,0.6489690721649485,133,2160.4180412371134,1
22921,HERB MARKER CHIVES ,1648,166,0.6494186046511629,116,1070.2418604651164,1
22922,FRIDGE MAGNETS US DINER ASSORTED,1482,88,0.8563636363636363,73,1269.130909090909,1
22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,1281,75,0.8448684210526315,64,1082.276447368421,1
22924,FRIDGE MAGNETS LA VIE EN ROSE,1188,74,0.8465789473684211,63,1005.7357894736842,1
22925,BLUE GIANT GARDEN THERMOMETER,427,162,5.9835975609756105,125,2554.996158536586,1
22926,IVORY GIANT GARDEN THERMOMETER,569,182,5.939247311827957,140,3379.431720430108,1
22927,GREEN GIANT GARDEN THERMOMETER,395,129,5.934496124031008,94,2344.125968992248,1
22928,YELLOW GIANT GARDEN THERMOMETER,251,88,6.382499999999999,62,1602.0075,0
22929,SCHOOL DESK AND CHAIR ,19,13,63.91538461538461,13,1214.3923076923077,0
22930,BAKING MOULD HEART MILK CHOCOLATE,1041,145,2.5654421768707483,120,2670.625306122449,1
22931,BAKING MOULD HEART WHITE CHOCOLATE,794,110,2.55141592920354,95,2025.8242477876106,1
22932,BAKING MOULD TOFFEE CUP  CHOCOLATE,6,1,2.55,1,15.299999999999999,0
22932,BAKING MOULD TOFFEE CUP CHOCOLATE,866,63,2.5,50,2165.0,1
22933,BAKING MOULD EASTER EGG MILK CHOC,876,91,2.922826086956522,82,2560.3956521739133,1
22934,BAKING MOULD EASTER EGG WHITE CHOC,560,69,2.9152173913043478,65,1632.5217391304348,1
22935,BAKING MOULD ROSE MILK CHOCOLATE,673,52,3.1634615384615383,46,2129.0096153846152,1
22936,BAKING MOULD ROSE WHITE CHOCOLATE,258,33,3.3037142857142854,30,852.3582857142857,0
22937,BAKING MOULD CHOCOLATE CUP CAKES,12,2,2.55,2,30.599999999999998,0
22937,BAKING MOULD CHOCOLATE CUPCAKES,917,133,2.6133333333333333,119,2396.4266666666667,1
22937,BAKING MOULD CUPCAKE CHOCOLATE,12,1,2.55,1,30.599999999999998,0
22938,CUPCAKE LACE PAPER SET 6,2321,170,1.9417441860465117,160,4506.788255813954,1
22939,ADULT APRON APPLE DELIGHT,180,40,5.787560975609756,32,1041.760975609756,0
22939,APRON APPLE DELIGHT,268,62,4.938888888888889,52,1323.6222222222223,0
22940,FELTCRAFT CHRISTMAS FAIRY,1896,302,4.351269841269842,240,8250.00761904762,1
22941,CHRISTMAS LIGHTS 10 REINDEER,1572,253,8.447647058823529,205,13279.701176470588,1
22942,CHRISTMAS LIGHTS 10 SANTAS ,581,131,7.445833333333334,111,4326.029166666667,1
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,1280,159,4.970372670807453,128,6362.07701863354,1
22944,CHRISTMAS METAL POSTCARD WITH BELLS,2704,57,0.519,50,1403.376,1
22945,CHRISTMAS METAL TAGS ASSORTED ,2863,136,0.8919285714285715,118,2553.5915000000005,1
22946,WOODEN ADVENT CALENDAR CREAM,370,89,16.326373626373627,64,6040.758241758242,1
22947,WOODEN ADVENT CALENDAR RED,536,104,10.323076923076922,81,5533.16923076923,1
22948,METAL DECORATION NAUGHTY CHILDREN ,1456,98,0.9227358490566038,69,1343.5033962264151,1
22949,36 DOILIES DOLLY GIRL,905,74,1.45,71,1312.25,1
22949,SET OF 36 DOLLY GIRL PAPER DOILIES,42,12,1.45,12,60.9,0
22950,36 DOILIES VINTAGE CHRISTMAS,5153,160,1.436335403726708,151,7401.436335403726,1
22950,SET OF 36 VINTAGE CHRISTMAS DOILIES,27,6,1.45,6,39.15,0
22951,60 CAKE CASES DOLLY GIRL DESIGN,7247,354,0.5628455284552846,237,4078.9415447154474,1
22952,60 CAKE CASES VINTAGE CHRISTMAS,14735,466,0.5426464646464647,342,7995.895656565657,1
22952,72 CAKE CASES VINTAGE CHRISTMAS,24,1,0.55,1,13.200000000000001,0
22953,BIRTHDAY BANNER TAPE,24,1,1.25,1,30.0,0
22953,BIRTHDAY PARTY CORDON BARRIER TAPE,436,81,1.2795121951219512,60,557.8673170731707,1
22954,HEN PARTY CORDON BARRIER TAPE,165,28,1.25,20,206.25,0
22955,36 FOIL STAR CAKE CASES ,1005,106,2.0134234234234234,91,2023.4905405405405,1
22956,36 FOIL HEART CAKE CASES,2003,170,2.04376404494382,144,4093.6593820224716,1
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,1749,196,2.9300995024875625,179,5124.744029850746,1
22959,WRAP CHRISTMAS VILLAGE,4876,140,0.4184285714285714,133,2040.2577142857142,1
22960,JAM MAKING SET WITH JARS,8151,878,4.1837204058624575,573,34101.50502818489,1
22961,JAM MAKING SET PRINTED,15055,868,1.4715885714285712,537,22154.76594285714,1
22962,JAM JAR WITH PINK LID,3681,246,0.8457894736842105,180,3113.351052631579,1
22963,JAM JAR WITH BLUE LID,24,1,0.72,1,17.28,0
22963,JAM JAR WITH GREEN LID,3047,209,0.8456666666666667,165,2576.7463333333335,1
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2514,296,2.133708609271523,216,5364.143443708609,1
22965,3 TRADITIONAL COOKIE CUTTERS  SET,162,4,2.0375,4,330.075,0
22965,3 TRADITIONAl BISCUIT CUTTERS  SET,1156,202,2.127268292682927,168,2459.1221463414636,1
22966,GINGERBREAD MAN COOKIE CUTTER,7204,554,1.2612762237762238,388,9086.233916083916,1
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,1161,131,2.928787878787879,122,3400.3227272727277,1
22968,ROSE COTTAGE KEEPSAKE BOX ,729,144,9.719999999999999,118,7085.879999999999,1
22969,HOMEMADE JAM SCENTED CANDLES,12092,518,1.450732177263969,429,17542.25348747591,1
22970,LONDON BUS COFFEE MUG,4246,276,2.492957746478873,180,10585.098591549295,1
22971,QUEENS GUARD COFFEE MUG,2365,233,2.5219574468085106,164,5964.429361702128,1
22972,CHILDREN'S SPACEBOY MUG,1691,178,1.6535164835164835,137,2796.0963736263734,1
22972,CHILDRENS SPACEBOY MUG,24,2,1.65,2,39.599999999999994,0
22973,CHILDREN'S CIRCUS PARADE MUG,1192,110,1.6721428571428572,81,1993.1942857142858,1
22974,CHILDRENS DOLLY GIRL MUG,1523,157,1.6855555555555555,126,2567.101111111111,1
22975,SPACEBOY CHILDRENS EGG CUP,1118,142,1.2752083333333333,110,1425.6829166666666,1
22976,CIRCUS PARADE CHILDRENS EGG CUP ,1047,112,1.2604310344827587,77,1319.6712931034483,1
22977,DOLLY GIRL CHILDRENS EGG CUP,905,111,1.26070796460177,98,1140.9407079646019,1
22978,PANTRY ROLLING PIN,2407,197,3.7522727272727274,153,9031.720454545455,1
22979,PANTRY WASHING UP BRUSH,3920,304,1.4955271565495207,225,5862.466453674121,1
22980,PANTRY SCRUBBING BRUSH,2289,242,1.6742914979757084,198,3832.4532388663965,1
22981,PANTRY APPLE CORER,436,72,1.4473684210526316,58,631.0526315789474,1
22982,PANTRY PASTRY BRUSH,1045,146,1.3145578231292518,120,1373.7129251700683,1
22983,CARD BILLBOARD FONT,5038,332,0.42735735735735736,223,2153.0263663663663,1
22984,CARD GINGHAM ROSE ,2678,140,0.4215492957746479,91,1128.9090140845071,1
22985,WRAP BILLBOARD FONTS DESIGN,1800,62,0.42,52,756.0,1
22985,"WRAP, BILLBOARD FONTS DESIGN",1950,34,0.4152941176470588,34,809.8235294117646,1
22986,GINGHAM ROSE WRAP,1825,72,0.42,68,766.5,1
22986,WRAP GINGHAM ROSE ,2276,82,0.41926829268292676,69,954.2546341463413,1
22987,WRAP SUMMER ROSE DESIGN,100,4,0.42,4,42.0,0
22988,SOLDIERS EGG CUP ,8821,327,1.2574260355029585,197,11091.755059171597,1
22989,SET 2 PANTRY DESIGN TEA TOWELS,2697,311,3.2295283018867926,241,8710.03783018868,1
22990,COTTON APRON PANTRY DESIGN,607,140,4.762777777777778,117,2891.0061111111113,1
22991,GIRAFFE WOODEN RULER,3710,234,2.0498340248962656,185,7604.884232365145,1
22992,REVOLVER WOODEN RULER ,4917,285,1.9619594594594596,217,9646.954662162163,1
22993,SET OF 4 PANTRY JELLY MOULDS,11792,866,1.256909294512878,431,14821.474400895857,1
22994,TRAVEL CARD WALLET RETROSPOT,2107,160,0.41963190184049076,89,884.1644171779141,1
22995,TRAVEL CARD WALLET SUKI,2236,183,0.4193582887700535,90,937.6851336898396,1
22996,TRAVEL CARD WALLET VINTAGE TICKET,4552,292,0.41940199335548173,155,1909.117873754153,1
22997,TRAVEL CARD WALLET UNION JACK,2527,181,0.4196774193548387,101,1060.5248387096774,1
22998,TRAVEL CARD WALLET KEEP CALM,11769,437,0.4276785714285714,217,5033.349107142857,1
22999,TRAVEL CARD WALLET RETRO PETALS,1490,88,0.4193478260869565,61,624.8282608695652,1
22999,TRAVEL CARD WALLET VINTAGE LEAF,1385,97,0.42000000000000004,65,581.7,1
23000,TRAVEL CARD WALLET TRANSPORT,3044,205,0.41971153846153847,125,1277.6019230769232,1
23002,TRAVEL CARD WALLET SKULLS,2078,140,0.4195862068965517,85,871.9001379310344,1
23003,TRAVEL CARD WALLET VINTAGE ROSE ,541,52,0.41886792452830185,38,226.6075471698113,1
23004,TRAVEL CARD WALLET PANTRY,1862,123,0.4295348837209302,73,799.793953488372,1
23005,TRAVEL CARD WALLET I LOVE LONDON,4396,175,0.4193406593406593,105,1843.4215384615381,1
23006,TRAVEL CARD WALLET FLOWER MEADOW,1699,130,0.41954198473282445,88,712.8018320610687,1
23007, SPACEBOY BABY GIFT SET,450,142,16.516433566433566,110,7432.395104895105,1
23008,DOLLY GIRL BABY GIFT SET,421,120,16.425409836065572,99,6915.097540983606,1
23009,I LOVE LONDON BABY GIFT SET,209,61,16.425409836065572,48,3432.9106557377045,0
23010,CIRCUS PARADE BABY GIFT SET,285,89,16.47808988764045,73,4696.255617977528,0
23012,GLASS APOTHECARY BOTTLE PERFUME,1017,198,3.8827093596059115,151,3948.715418719212,1
23013,GLASS APOTHECARY BOTTLE TONIC,866,180,3.885934065934066,135,3365.2189010989014,1
23014,GLASS APOTHECARY BOTTLE ELIXIR,800,160,3.9084146341463417,122,3126.7317073170734,1
23015,CORDIAL GLASS JUG,31,13,8.25,13,255.75,0
23015,CORDIAL JUG,6,2,8.25,2,49.5,0
23016,GLASS TWIST BON BON JAR,69,19,7.723684210526316,19,532.9342105263158,0
23017,APOTHECARY MEASURING JAR,64,21,12.178571428571429,20,779.4285714285714,0
23018,LARGE APOTHECARY MEASURING JAR ,50,20,12.2975,19,614.875,0
23019,SMALL APOTHECARY MEASURING JAR ,81,28,8.078571428571427,26,654.3642857142856,0
23020,GLASS  SONGBIRD STORAGE JAR,165,69,12.343478260869565,65,2036.6739130434783,0
23020,GLASS SONGBIRD STORAGE JAR,11,3,12.049999999999999,3,132.54999999999998,0
23021,GLASS BONNE JAM JAR,118,25,4.134615384615385,24,487.8846153846154,0
23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,416,21,2.0295652173913044,19,844.2991304347826,1
23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,272,23,1.6995999999999998,23,462.29119999999995,0
23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,254,10,2.73,8,693.42,0
23025,DRAWER KNOB VINTAGE GLASS BALL,317,46,2.1245652173913046,40,673.4871739130435,0
23026,DRAWER KNOB VINTAGE GLASS STAR,504,53,2.10625,43,1061.5500000000002,1
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,287,27,2.08,26,596.96,0
23028,DOORKNOB CRACKED GLAZE BLUE,162,3,1.5833333333333333,3,256.5,0
23028,DRAWER KNOB CRACKLE GLAZE BLUE,1085,111,1.6609734513274337,87,1802.1561946902655,1
23029,DOORKNOB CRACKED GLAZE GREEN,12,2,1.65,2,19.799999999999997,0
23029,DRAWER KNOB CRACKLE GLAZE GREEN,1272,136,1.6470588235294117,97,2095.0588235294117,1
23031,DOORKNOB CRACKED GLAZE PINK,12,2,1.65,2,19.799999999999997,0
23031,DRAWER KNOB CRACKLE GLAZE PINK,1234,136,1.6471014492753622,93,2032.5231884057969,1
23032,DOORKNOB CRACKED GLAZE IVORY,180,5,1.6166666666666665,5,290.99999999999994,0
23032,DRAWER KNOB CRACKLE GLAZE IVORY,2084,177,1.6456521739130436,115,3429.539130434783,1
23033,DRAWER KNOB CERAMIC RED,685,59,1.44,42,986.4,1
23034,DRAWER KNOB CERAMIC BLACK,947,78,1.4426829268292682,57,1366.220731707317,1
23035,DOORKNOB CERAMIC IVORY,36,1,1.45,1,52.199999999999996,0
23035,DRAWER KNOB CERAMIC IVORY,2053,165,1.4537869822485208,110,2984.624674556213,1
23036,T-LIGHT HOLDER SILVER PETIT FOUR ,183,15,1.25,14,228.75,0
23037,CANDLE HOLDER SILVER MADELINE,193,18,1.7299999999999998,17,333.88999999999993,0
23038,T-LIGHT HOLDER SILVER SAUCER,41,6,1.2299999999999998,4,50.42999999999999,0
23039,T-LIGHT HOLDER SILVER HEART HANDLE,192,22,1.9369565217391302,22,371.895652173913,0
23040,PAPER LANTERN 9 POINT SNOW STAR,12,4,5.75,4,69.0,0
23040,PAPER LANTERN 9 POINT SNOW STAR ,234,32,5.726470588235294,30,1339.9941176470588,0
23041,PAPER LANTERN 6 POINT SNOW STAR,26,6,4.15,6,107.9,0
23041,PAPER LANTERN 9 POINT SNOW STAR,234,42,4.15,40,971.1000000000001,0
23042,PAPER LANTERN 7 POINT SNOW STAR,99,25,6.65,25,658.35,0
23043,PAPER LANTERN 9 POINT HOLLY STAR 40,6,3,6.25,3,37.5,0
23043,PAPER LANTERN 9 POINT HOLLY STAR L,69,16,6.25,15,431.25,0
23044,PAPER LANTERN 9 POINT HOLLY STAR 23,18,5,4.15,5,74.7,0
23044,PAPER LANTERN 9 POINT HOLLY STAR S,85,19,4.15,19,352.75000000000006,0
23045,PAPER LANTERN 5 POINT STAR MOON ,106,18,4.15,17,439.90000000000003,0
